employee_id,age,years_experience,education_level,job_role,city_tier,performance_score,num_skills,remote_work,annual_salary_usd
EMP0394,28,8,PhD,ML Engineer,3,4.5,4,0,102355.64
EMP0395,45,25,PhD,Data Analyst,2,4.5,12,1,173684.03
EMP0396,32,10,High School,DevOps,1,2.9,8,1,116118.13
EMP0397,53,31,High School,QA Engineer,3,3.2,7,1,155687.03
EMP0398,38,15,PhD,Product Manager,1,4.5,11,0,152379.11
EMP0399,31,11,High School,QA Engineer,2,4.4,8,0,108812.53
EMP0400,55,32,PhD,ML Engineer,1,3.4,3,1,181065.94
EMP0401,24,0,Bachelor,Data Analyst,2,2.5,4,0,73546.1
EMP0402,49,29,PhD,Software Engineer,3,2.4,11,1,160860.99
EMP0403,42,22,High School,DevOps,3,3.2,7,1,124590.3
EMP0404,22,0,PhD,Data Analyst,2,2.4,11,0,85498.39
EMP0405,28,4,High School,Product Manager,3,4.6,8,1,89228.19
EMP0406,60,37,High School,Software Engineer,2,3.2,11,1,191342.31
EMP0407,24,1,Master,QA Engineer,1,2.1,9,1,93845.32
EMP0408,41,19,Master,DevOps,3,4.1,5,0,131312.5
EMP0409,41,18,Master,Product Manager,3,3.3,12,0,133647.97
EMP0410,48,25,Master,Data Analyst,3,4.4,3,1,153549.75
EMP0411,54,31,Bachelor,ML Engineer,3,2.1,5,0,151974.94
EMP0412,51,31,Master,QA Engineer,1,2.8,9,1,178810.86
EMP0413,29,9,Bachelor,Product Manager,2,3.8,4,1,105628.13
EMP0414,32,10,High School,Product Manager,1,3.2,4,0,107323.22
EMP0415,36,15,Bachelor,Product Manager,3,3.2,2,0,106497.06
EMP0416,33,9,High School,Software Engineer,2,3.8,6,1,107795.31
EMP0417,49,26,Master,DevOps,2,2.7,6,1,154781.07
EMP0418,45,21,Master,Product Manager,3,2.3,3,1,126954.06
EMP0419,39,17,Master,Product Manager,3,4.1,12,1,139423.37
EMP0420,37,17,PhD,QA Engineer,2,4,2,1,140470.17
EMP0421,40,18,PhD,DevOps,2,4.2,11,0,144306.16
EMP0422,56,33,Master,ML Engineer,2,4.5,12,0,195070.58
EMP0423,40,20,PhD,Software Engineer,3,2.8,10,0,143903.75
EMP0424,27,6,Master,Software Engineer,3,4.6,8,1,102192.62
EMP0425,45,23,Master,DevOps,1,3.4,12,0,160608.8
EMP0426,29,6,Master,DevOps,1,4.6,4,0,113656.94
EMP0427,34,12,PhD,ML Engineer,2,2.4,4,0,106168.69
EMP0428,33,11,High School,Data Analyst,2,2.8,4,0,102090.32
EMP0429,53,33,Bachelor,ML Engineer,2,3.9,8,1,185240.08
EMP0430,24,0,Bachelor,QA Engineer,2,4.9,7,0,89949.94
EMP0431,23,3,Bachelor,Software Engineer,3,4.6,6,0,91980.65
EMP0432,41,20,High School,Data Analyst,2,4.8,9,1,150696.34
EMP0433,49,28,Master,DevOps,2,4.3,4,1,170830.5
EMP0434,30,9,High School,ML Engineer,3,2.5,7,0,90191.77
EMP0435,46,24,High School,ML Engineer,1,4,12,0,164743.98
EMP0436,50,27,High School,ML Engineer,2,3.4,4,0,150642.25
EMP0437,22,0,PhD,QA Engineer,1,4,6,0,90730.92
EMP0438,54,30,High School,Product Manager,1,4.4,9,0,182628.22
EMP0439,60,39,Master,ML Engineer,1,3.1,8,1,207091.55
EMP0440,35,12,Master,Software Engineer,1,2,3,0,117463.3
EMP0441,58,35,Bachelor,Data Analyst,3,2.2,3,1,160077.15
EMP0442,40,18,PhD,Data Analyst,1,4.4,2,1,145719.76
EMP0443,45,23,PhD,QA Engineer,1,2.3,2,0,151129.08
EMP0444,32,10,Master,DevOps,3,2.8,3,1,94668.74
EMP0445,43,22,High School,DevOps,2,4.9,6,1,148767.77
EMP0446,48,27,High School,Software Engineer,3,4.2,4,0,142608.78
EMP0447,48,24,PhD,ML Engineer,3,3.3,11,1,155202.1
EMP0448,30,7,PhD,Data Analyst,2,3.3,3,1,99592.7
EMP0449,42,22,Bachelor,QA Engineer,2,3.6,11,0,143522.61
EMP0450,52,30,PhD,Software Engineer,3,4.7,11,0,179038.29
EMP0451,22,1,PhD,DevOps,1,2.2,9,1,97406.3
EMP0452,25,1,Bachelor,ML Engineer,3,3.1,5,0,82982.88
EMP0453,51,28,PhD,Data Analyst,2,3.3,3,1,163777.34
EMP0454,47,24,High School,ML Engineer,3,2,3,1,126292.89
EMP0455,54,30,Bachelor,QA Engineer,3,3.4,7,1,164157.37
EMP0456,51,29,PhD,QA Engineer,3,3.1,9,0,155042.5
EMP0457,28,7,High School,Product Manager,2,4.5,6,1,105686.97
EMP0458,32,9,Bachelor,QA Engineer,3,4.2,3,1,100830.51
EMP0459,34,13,High School,DevOps,1,3.4,5,1,126275.53
EMP0460,59,39,PhD,DevOps,3,3.8,10,0,197592.99
EMP0461,53,33,High School,ML Engineer,2,4.5,9,0,178566.83
EMP0462,30,10,PhD,QA Engineer,3,3.8,7,1,110892.71
EMP0463,48,24,Bachelor,Product Manager,2,4.9,6,1,160536.32
EMP0464,60,36,Master,QA Engineer,3,4.6,10,0,186346.58
EMP0465,34,13,Master,QA Engineer,2,4.8,4,0,119843.43
EMP0466,42,22,Master,ML Engineer,2,3.7,12,1,157049.36
EMP0467,56,34,PhD,Data Analyst,3,2.3,8,0,170890.32
EMP0468,39,18,Master,QA Engineer,2,2.4,2,1,126646.9
EMP0469,35,11,High School,Product Manager,2,2.3,12,0,108005.32
EMP0470,37,13,Master,QA Engineer,3,2.1,8,1,104471.25
EMP0471,48,26,High School,Data Analyst,3,2.8,11,1,151292.66
EMP0472,45,21,Bachelor,QA Engineer,1,2.9,4,0,134280.74
EMP0473,33,12,High School,DevOps,1,3.3,10,1,129274.88
EMP0474,38,18,Master,DevOps,3,4.8,2,0,133463.34
EMP0475,42,18,High School,QA Engineer,3,4.5,6,1,130104.56
EMP0476,26,4,Bachelor,Software Engineer,3,2.2,10,0,76502.07
EMP0477,48,24,PhD,Data Analyst,2,2.7,5,1,149773.88
EMP0478,55,32,High School,Data Analyst,3,3,5,0,157761.52
EMP0479,24,2,PhD,Data Analyst,2,2.8,6,0,94909.17
EMP0480,45,21,PhD,DevOps,1,2.9,12,0,153669.97
EMP0481,42,18,High School,Data Analyst,1,4.9,10,0,147127.66
EMP0482,35,12,High School,Software Engineer,3,4.5,8,0,109480.38
EMP0483,31,11,PhD,QA Engineer,2,2.1,3,0,107332.25
EMP0484,26,2,Bachelor,Product Manager,2,3.2,12,1,97940.88
EMP0485,49,27,High School,DevOps,3,2.4,2,0,133848.8
EMP0486,26,4,High School,Product Manager,3,2.9,3,1,71144.28
EMP0487,50,27,PhD,QA Engineer,1,3.4,10,0,177608.41
EMP0488,56,34,Bachelor,Product Manager,3,4.7,12,1,188810.95
EMP0489,22,0,Bachelor,Data Analyst,1,2,11,1,79768.28
EMP0490,41,20,Master,Software Engineer,2,4.7,10,0,149957.44
EMP0491,32,11,Bachelor,ML Engineer,2,2.6,4,0,109722.47
EMP0492,57,34,High School,Product Manager,3,2.2,3,0,145786.7
EMP0493,59,36,Master,Product Manager,1,4,5,0,194466.76
EMP0494,34,12,PhD,DevOps,2,3.8,6,0,124084.8
EMP0495,58,34,Master,Product Manager,2,2.5,7,0,176002.71
EMP0496,49,27,Master,Software Engineer,3,4.2,9,1,156444.68
EMP0497,50,28,Master,DevOps,3,2.3,12,0,158915.25
EMP0498,30,6,Bachelor,Product Manager,3,4.7,3,0,86966.63
EMP0499,23,0,High School,ML Engineer,3,3.2,11,0,77863.29
EMP0500,56,32,PhD,QA Engineer,1,3.1,5,1,181386.82
EMP0501,30,7,High School,DevOps,2,3.5,12,0,108436.86
EMP0502,32,8,Bachelor,DevOps,1,2.5,11,0,105680.87
EMP0503,52,30,High School,Software Engineer,2,2.7,6,1,160245.93
EMP0504,55,33,PhD,DevOps,2,4.6,2,1,190314.83
EMP0505,28,4,Master,QA Engineer,2,3.7,11,0,99812.69
EMP0506,59,39,Master,DevOps,1,3.5,7,1,208329.78
EMP0507,53,30,High School,ML Engineer,1,3.3,5,0,163815.76
EMP0508,31,10,Bachelor,Product Manager,3,4.2,3,0,101503.68
EMP0509,48,26,High School,DevOps,3,3.4,5,0,137974.31
EMP0510,37,17,Bachelor,ML Engineer,3,2.5,12,0,118713.06
EMP0511,58,37,High School,Software Engineer,2,4.8,10,1,192470.42
EMP0512,23,1,High School,Software Engineer,2,3.8,9,1,85639.06
EMP0513,32,11,PhD,ML Engineer,1,4.4,4,1,135007.45
EMP0514,51,27,High School,Software Engineer,2,3.2,3,0,152939.73
EMP0515,34,10,PhD,Software Engineer,3,2.3,9,0,107142.4
EMP0516,29,9,PhD,QA Engineer,1,4.7,10,0,128978.06
EMP0517,49,25,PhD,Product Manager,1,4.1,8,0,175449.55
EMP0518,46,24,High School,DevOps,1,2.8,5,0,145518.54
EMP0519,40,16,PhD,Product Manager,1,2,2,0,122351.5
EMP0520,35,13,PhD,Product Manager,1,2.5,12,1,135319.67
EMP0521,38,14,PhD,ML Engineer,2,3.8,12,1,138529.01
EMP0522,57,34,Bachelor,Product Manager,3,3.7,6,1,168471.66
EMP0523,58,36,PhD,QA Engineer,1,4.6,12,0,209740.24
EMP0524,32,12,Bachelor,ML Engineer,2,4.4,10,0,120649.17
EMP0525,32,9,High School,Data Analyst,1,3.4,11,1,121708.41
EMP0526,45,25,High School,QA Engineer,2,4.8,8,1,162293.83
EMP0527,60,40,Bachelor,QA Engineer,2,3.3,5,1,196182.46
EMP0528,54,30,Bachelor,ML Engineer,1,4,7,0,183984.61
EMP0529,22,1,High School,Product Manager,2,3.1,8,1,79108.69
EMP0530,26,6,Master,QA Engineer,3,4.7,7,1,101912.75
EMP0531,39,18,Bachelor,DevOps,2,3.7,6,0,131216.07
EMP0532,26,2,Master,Product Manager,1,4.4,6,1,107245.66
EMP0533,50,27,PhD,Software Engineer,2,4.9,9,1,184137.05
EMP0534,52,32,Master,Data Analyst,2,3.9,5,0,170180.95
EMP0535,42,19,Master,ML Engineer,3,2,6,0,119463
EMP0536,43,23,Bachelor,DevOps,2,3.1,11,1,156125.74
EMP0537,33,12,PhD,QA Engineer,1,2.7,5,1,126522.34
EMP0538,37,13,Master,Software Engineer,1,2.4,3,1,123994.16
EMP0539,22,0,High School,DevOps,2,3.9,9,1,74931.29
EMP0540,54,32,PhD,Software Engineer,3,2.4,10,1,170666.2
EMP0541,52,28,High School,ML Engineer,2,3.2,12,0,159296.98
EMP0542,55,32,Master,QA Engineer,1,2,5,1,175138.3
EMP0543,59,39,Master,Product Manager,3,4.6,4,1,192964.56
EMP0544,43,21,Bachelor,DevOps,2,2.6,7,1,143301.61
EMP0545,47,25,PhD,Software Engineer,3,2.4,11,0,151107.8
EMP0546,37,13,PhD,DevOps,1,2.4,4,1,119723
EMP0547,22,1,PhD,DevOps,1,5,12,1,117943.92
EMP0548,57,33,High School,DevOps,1,4.1,2,0,173354.28
EMP0549,38,15,High School,DevOps,3,3,7,1,104037.6
EMP0550,38,16,High School,DevOps,1,3.1,12,0,131618.18
EMP0551,58,34,Bachelor,Product Manager,2,3,10,1,181874.12
EMP0552,27,4,Master,DevOps,3,4.9,4,1,92099.04
EMP0553,48,24,PhD,Data Analyst,1,2.5,5,1,156845.7
EMP0554,39,15,PhD,Product Manager,2,4.3,7,1,141230.96
EMP0555,48,27,Bachelor,Data Analyst,1,4.2,12,1,184982.98
EMP0556,27,6,Bachelor,DevOps,1,2.3,9,0,100128.72
EMP0557,23,0,High School,Data Analyst,2,3.9,3,1,78150.91
EMP0558,40,17,Bachelor,Software Engineer,3,4.5,2,0,124808.37
EMP0559,44,22,PhD,DevOps,3,4.8,10,1,162837.3
EMP0560,56,35,PhD,QA Engineer,3,3.9,11,1,195912.32
EMP0561,55,31,Master,Product Manager,2,3.6,3,1,169533.49
EMP0562,31,9,High School,Data Analyst,3,4.4,4,1,104504.01
EMP0563,40,17,High School,QA Engineer,2,4.8,9,1,143687.1
EMP0564,40,16,Bachelor,Data Analyst,3,3.1,8,1,121243.4
EMP0565,47,26,Bachelor,QA Engineer,3,3.9,8,0,150458.66
EMP0566,37,13,Master,Product Manager,3,4.2,6,1,123975.95
EMP0567,34,14,Bachelor,Software Engineer,2,2.3,9,1,119025.74
EMP0568,34,12,High School,Software Engineer,1,4.9,2,0,128181.36
EMP0569,28,6,Master,Software Engineer,3,3.3,2,0,87581.27
EMP0570,35,13,PhD,Product Manager,2,5,9,0,136569.9
EMP0571,43,23,Bachelor,Data Analyst,2,4.3,3,1,153343.53
EMP0572,38,15,High School,Data Analyst,3,2.7,9,0,117981.66
EMP0573,24,3,PhD,QA Engineer,1,3.6,5,1,98178.59
EMP0574,42,21,High School,QA Engineer,3,3.6,6,1,138393.37
EMP0575,41,20,Master,Data Analyst,3,2.7,3,0,121422.12
EMP0576,32,10,High School,DevOps,1,2,2,1,100023.22
EMP0577,60,39,Master,Data Analyst,1,2.5,3,1,207157.91
EMP0578,25,5,Master,QA Engineer,1,4.1,3,0,100465.11
EMP0579,53,32,Master,ML Engineer,3,4.3,9,0,178061.42
EMP0580,30,8,High School,DevOps,3,3.3,6,1,94171.19
EMP0581,34,10,Bachelor,ML Engineer,2,3,9,1,116441.81
EMP0582,57,36,High School,ML Engineer,1,3.3,6,1,184055.87
EMP0583,51,31,PhD,QA Engineer,1,4.6,11,1,198080.87
EMP0584,26,2,PhD,Software Engineer,3,4,10,0,89684.58
EMP0585,40,18,PhD,QA Engineer,2,2.3,10,0,144273.05
EMP0586,33,13,Bachelor,Data Analyst,2,2.6,2,1,112960.54
EMP0587,53,29,Master,Data Analyst,2,2.7,3,0,159478.2
EMP0588,53,33,PhD,QA Engineer,1,3.1,8,1,189437.86
EMP0589,25,1,Master,ML Engineer,1,4.2,6,0,108762.36
EMP0590,28,8,Bachelor,ML Engineer,2,2.6,10,0,99530.4
EMP0591,58,37,PhD,QA Engineer,1,4.3,11,1,209754.42
EMP0592,49,29,Bachelor,Software Engineer,3,3.2,7,0,148258.97
EMP0593,56,32,PhD,Product Manager,2,3.7,7,1,177372.31
EMP0594,42,18,Bachelor,ML Engineer,3,2.6,10,1,128964.96
EMP0595,45,22,PhD,DevOps,1,4.2,6,0,148399.97
EMP0596,41,21,Master,Software Engineer,1,4.6,2,1,154400.18
EMP0597,57,33,Bachelor,Data Analyst,1,3.4,4,0,177810.31
EMP0598,37,16,Master,Product Manager,1,3.7,11,0,152560.65
EMP0599,26,4,PhD,Software Engineer,2,4.5,11,0,107606.35
EMP0600,58,35,High School,Data Analyst,2,3,8,1,175945.5
EMP0601,29,8,High School,QA Engineer,3,3.1,6,0,87272.84
EMP0602,42,18,Bachelor,Software Engineer,1,4,8,1,152678.75
EMP0603,60,36,High School,Software Engineer,2,2.9,8,0,178169.85
EMP0604,58,38,PhD,Product Manager,1,3.2,8,0,203425.88
EMP0605,30,7,Bachelor,DevOps,2,4,5,0,102751.92
EMP0606,49,27,High School,Data Analyst,3,3.2,7,1,150593.88
EMP0607,34,12,Master,ML Engineer,3,2.1,6,0,106919.23
EMP0608,50,26,Bachelor,DevOps,1,4.8,5,0,168170.93
EMP0609,45,24,High School,Data Analyst,3,2.2,11,0,139879.5
EMP0610,22,0,High School,Product Manager,2,3.4,7,0,72609.28
EMP0611,56,35,Bachelor,ML Engineer,3,4.3,10,1,174867.77
EMP0612,23,0,High School,Product Manager,1,2.2,5,1,70734.89
EMP0613,25,2,High School,Data Analyst,2,4,12,1,96766.54
EMP0614,46,25,PhD,ML Engineer,3,2.3,7,1,145608.74
EMP0615,60,36,High School,Software Engineer,1,3.5,9,0,198610.71
EMP0616,41,19,PhD,DevOps,3,2.5,7,1,132834.85
EMP0617,44,22,Bachelor,ML Engineer,2,4.4,12,1,164483.51
EMP0618,23,0,Master,Software Engineer,1,3,8,0,85791.31
EMP0619,27,4,Bachelor,DevOps,1,3.7,8,1,110015.34
EMP0620,56,35,Bachelor,QA Engineer,1,3.7,12,0,193679.36
EMP0621,30,8,Bachelor,DevOps,1,4,11,0,118498.62
EMP0622,29,8,Master,Software Engineer,3,2.1,7,1,99054.33
EMP0623,48,26,PhD,QA Engineer,3,4.8,6,0,160145.71
EMP0624,33,13,Master,ML Engineer,3,3.8,11,0,118530.86
EMP0625,36,16,Master,Data Analyst,3,4.3,4,1,125484.9
EMP0626,46,23,PhD,Software Engineer,1,2.6,2,1,148638.42
EMP0627,22,0,PhD,Software Engineer,3,4,5,0,89375.11
EMP0628,50,26,PhD,QA Engineer,2,4.6,5,1,172095.45
EMP0629,47,27,PhD,QA Engineer,2,3.2,11,0,162652.27
EMP0630,24,3,PhD,QA Engineer,1,3.7,10,0,109032.73
EMP0631,34,12,PhD,DevOps,2,4.3,6,1,130273.56
EMP0632,25,1,Bachelor,DevOps,3,3.4,10,0,83091.14
EMP0633,33,9,Bachelor,DevOps,2,3,2,0,90436.72
EMP0634,34,11,High School,Product Manager,2,4.1,4,0,111895.21
EMP0635,27,7,PhD,QA Engineer,2,2.3,8,0,99168.32
EMP0636,32,10,Bachelor,Software Engineer,1,2.5,2,1,112103.72
EMP0637,41,19,PhD,Product Manager,3,2.5,4,0,130809.74
EMP0638,22,0,PhD,DevOps,3,4.4,11,1,93751.19
EMP0639,37,16,PhD,DevOps,2,3.3,11,0,136967.26
EMP0640,57,36,High School,Software Engineer,1,2.2,7,0,184683.47
EMP0641,31,11,Master,Product Manager,1,2.1,8,0,118730.1
EMP0642,60,36,Bachelor,DevOps,3,3.7,2,0,173177.44
EMP0643,41,19,Master,DevOps,1,4.3,10,0,154428.24
EMP0644,39,17,PhD,ML Engineer,1,4.1,11,0,154472.95
EMP0645,28,4,High School,DevOps,3,4.1,6,1,84545.24
EMP0646,55,31,Master,Software Engineer,3,3.7,10,1,169795.31
EMP0647,53,32,Bachelor,QA Engineer,2,4.9,2,0,179942.33
EMP0648,29,8,PhD,DevOps,1,3,10,0,120241.69
EMP0649,22,1,Master,Product Manager,1,2.9,10,1,99410.06
EMP0650,43,21,PhD,QA Engineer,3,3.8,2,0,133044.7
EMP0651,34,12,Master,QA Engineer,2,4.7,2,0,114618.79
EMP0652,56,34,PhD,DevOps,3,2.2,10,1,175051.85
EMP0653,58,36,High School,Software Engineer,3,4.1,7,0,178236.42
EMP0654,23,1,PhD,QA Engineer,3,4.5,11,1,96384.13
EMP0655,33,9,High School,Product Manager,3,4.6,2,1,95430.49
EMP0656,37,15,PhD,Product Manager,1,3.6,4,0,137815.83
EMP0657,45,25,Bachelor,Data Analyst,2,3.5,9,0,158128.63
EMP0658,55,33,Master,Software Engineer,1,4.5,10,0,203839.93
EMP0659,35,15,PhD,DevOps,3,4.6,3,0,123751.24
EMP0660,60,40,Master,DevOps,1,2.3,12,1,208313.34
EMP0661,23,0,Master,QA Engineer,1,3,5,1,90415.46
EMP0662,50,30,Master,Software Engineer,1,2.8,2,0,170658.26
EMP0663,35,11,Master,ML Engineer,2,2.8,6,0,112440.22
EMP0664,43,19,PhD,Data Analyst,1,2.1,12,0,150241
EMP0665,28,5,High School,Data Analyst,2,3.2,11,1,96071.91
EMP0666,34,10,High School,DevOps,3,2.4,9,0,92138.96
EMP0667,51,29,PhD,DevOps,1,4.8,4,1,188207.46
EMP0668,43,21,PhD,DevOps,1,2.2,3,1,143522.54
EMP0669,52,29,Bachelor,Product Manager,2,3.8,4,0,156548.11
EMP0670,28,6,High School,Product Manager,3,3.4,11,1,98186.19
EMP0671,37,13,Bachelor,ML Engineer,1,4.9,8,0,132441.68
EMP0672,59,36,PhD,ML Engineer,2,3.6,5,0,193575.88
EMP0673,26,2,PhD,Data Analyst,3,3.8,7,0,88888.86
EMP0674,47,27,High School,QA Engineer,3,4.3,8,1,153010.39
EMP0675,53,33,High School,Software Engineer,1,4.7,12,0,192511.52
EMP0676,50,26,Master,DevOps,3,3.7,5,0,143123.22
EMP0677,42,20,Master,DevOps,3,4.9,7,0,137026.1
EMP0678,54,31,Bachelor,Product Manager,1,3.1,10,0,175667.98
EMP0679,22,0,Master,Data Analyst,2,4.6,5,1,91415.6
EMP0680,42,19,PhD,DevOps,2,3.6,12,0,144373.86
EMP0681,52,31,Bachelor,ML Engineer,2,4.5,7,1,186024.15
EMP0682,30,9,High School,Data Analyst,3,2,9,1,103649.64
EMP0683,30,10,Bachelor,QA Engineer,2,4.6,11,1,121652.45
EMP0684,49,25,PhD,DevOps,2,2.7,8,0,151720.97
EMP0685,58,35,Bachelor,QA Engineer,3,2.8,10,1,175886.93
EMP0686,52,30,High School,ML Engineer,2,4.9,3,0,166481.95
EMP0687,55,33,PhD,ML Engineer,1,3.6,11,0,194369.13
EMP0688,26,2,Master,ML Engineer,1,4.7,10,0,115443.12
EMP0689,52,29,PhD,ML Engineer,3,3,7,1,161338.38
EMP0690,60,38,Master,Data Analyst,3,3.4,4,0,180640.41
EMP0691,40,16,High School,Product Manager,2,2.2,10,0,121170.7
EMP0692,30,6,Master,Product Manager,2,2,3,0,85806.24
EMP0693,59,38,PhD,Product Manager,1,2.8,5,1,201262.61
EMP0694,24,2,High School,Software Engineer,3,4.8,4,1,87891.74
EMP0695,48,25,Bachelor,QA Engineer,2,4.2,4,0,146216.84
EMP0696,25,3,High School,Data Analyst,1,3.4,9,1,96244.44
EMP0697,52,28,Bachelor,DevOps,3,4.1,9,1,166748.89
EMP0698,22,0,PhD,DevOps,3,2.9,10,0,86792.49
EMP0699,28,4,Master,DevOps,3,4.8,6,1,97282.66
EMP0700,38,14,PhD,DevOps,3,4.2,12,0,136943.76
EMP0701,55,33,Bachelor,Product Manager,3,2,2,0,153608.67
EMP0702,28,5,Master,Software Engineer,3,2.8,5,0,84936.19
EMP0703,23,0,High School,Data Analyst,3,4,5,0,70723.41
EMP0704,60,39,PhD,QA Engineer,3,3.7,4,0,185247.43
EMP0705,33,11,Master,DevOps,3,4.8,12,1,127845.29
EMP0706,49,27,Master,Software Engineer,1,2.8,2,1,160297.96
EMP0707,46,24,High School,Product Manager,2,2.5,3,1,140704.85
EMP0708,47,26,PhD,Data Analyst,1,3.6,8,0,170654.81
EMP0709,28,5,Master,Data Analyst,1,2.2,11,1,107532.59
EMP0710,53,32,High School,Data Analyst,3,3.2,4,1,157082.8
EMP0711,47,23,High School,ML Engineer,3,4.8,9,1,141152.8
EMP0712,26,2,Bachelor,Data Analyst,2,4.9,9,0,101815.4
EMP0713,58,34,Master,Product Manager,3,2.9,2,0,157803.75
EMP0714,43,23,PhD,Product Manager,3,2.6,10,0,148867.53
EMP0715,46,25,Master,QA Engineer,2,4.7,12,1,163307.05
EMP0716,50,29,Bachelor,Data Analyst,1,2.1,11,0,168704.94
EMP0717,53,30,High School,ML Engineer,3,2.9,10,1,158361.84
EMP0718,43,23,Master,QA Engineer,1,3.2,5,1,156448.26
EMP0719,56,35,Bachelor,Data Analyst,1,4.2,9,0,186199.34
EMP0720,24,3,Bachelor,Data Analyst,1,3.9,6,0,101609.02
EMP0721,51,27,Bachelor,ML Engineer,1,4.5,3,0,160033.85
EMP0722,36,16,Bachelor,DevOps,2,4.4,12,1,141728.63
EMP0723,42,22,Bachelor,Product Manager,1,4.3,11,0,160561.51
EMP0724,31,8,Bachelor,QA Engineer,2,3.7,9,0,110143.37
EMP0725,59,39,Bachelor,Data Analyst,3,3.8,4,0,182993.71
EMP0726,22,1,High School,QA Engineer,3,3.8,6,1,75923.76
EMP0727,52,31,Bachelor,Software Engineer,3,2.8,9,1,162567.16
EMP0728,24,0,Bachelor,QA Engineer,2,3.8,3,1,84871.94
EMP0729,44,21,High School,ML Engineer,1,2.6,10,0,137802.11
EMP0730,56,32,Bachelor,DevOps,3,4,6,0,160382.6
EMP0731,34,14,Bachelor,QA Engineer,2,3.5,4,0,121589.53
EMP0732,35,12,Master,Product Manager,3,4.4,9,0,120067.59
EMP0733,28,8,Bachelor,Software Engineer,1,3.5,3,0,113054.97
EMP0734,59,35,Master,DevOps,1,4.2,7,0,191682.99
EMP0735,29,7,Bachelor,Data Analyst,1,4.2,5,1,116013.06
EMP0736,59,36,High School,DevOps,1,2.6,11,1,188863.88
EMP0737,33,10,Master,Software Engineer,2,4.2,12,1,129257.06
EMP0738,30,10,High School,Product Manager,1,2.3,9,1,112438.67
EMP0739,48,27,Master,Software Engineer,2,3.8,12,0,164324.79
EMP0740,36,16,PhD,ML Engineer,2,4.6,5,1,138008.08
EMP0741,51,29,High School,QA Engineer,2,4.2,5,0,159192.35
EMP0742,59,38,High School,DevOps,1,2.1,9,0,191706.11
EMP0743,49,25,PhD,DevOps,3,4.5,9,1,162104.76
EMP0744,22,0,Bachelor,Software Engineer,2,2.9,12,0,89905.75
EMP0745,23,0,Master,Software Engineer,3,3.4,11,0,86016.68
EMP0746,30,7,Bachelor,Product Manager,3,3.4,12,0,98740.83
EMP0747,26,3,Master,ML Engineer,1,2.9,6,0,97385.63
EMP0748,43,23,Master,Data Analyst,1,3.1,9,0,156202.23
EMP0749,45,23,Bachelor,QA Engineer,3,4.1,10,0,148330.59
EMP0750,56,36,PhD,QA Engineer,3,4.6,5,0,188160.43
EMP0751,42,20,Master,ML Engineer,3,3.3,2,0,123138.79
EMP0752,54,30,High School,DevOps,3,3.6,10,1,164996.48
EMP0753,50,26,Master,QA Engineer,3,4.4,3,0,154244.03
EMP0754,27,4,Bachelor,Product Manager,1,2.3,6,0,90419.55
EMP0755,31,8,Bachelor,Software Engineer,3,4.9,2,1,96955.82
EMP0756,30,7,Master,DevOps,2,4.2,2,1,109233.44
EMP0757,34,14,High School,Software Engineer,3,3.9,8,1,112524.81
EMP0758,53,29,PhD,DevOps,2,3.7,6,0,163764.48
EMP0759,38,17,PhD,Product Manager,2,4.3,2,0,132136.4
EMP0760,32,8,Bachelor,QA Engineer,3,2.9,4,0,93118.91
EMP0761,32,11,High School,Data Analyst,2,3.7,9,1,114198.53
EMP0762,24,2,Master,Software Engineer,2,3.3,4,1,91179.78
EMP0763,29,9,PhD,DevOps,1,4.8,7,0,135949.08
EMP0764,54,32,Master,DevOps,2,4.9,11,0,188376.75
EMP0765,58,35,Master,QA Engineer,1,4.2,2,0,188728.35
EMP0766,23,0,Bachelor,DevOps,2,2.3,2,0,67406.26
EMP0767,59,35,Bachelor,Product Manager,1,2.1,10,1,182150.46
EMP0768,54,31,Bachelor,DevOps,2,3.8,10,0,165580.08
EMP0769,45,22,Bachelor,QA Engineer,2,3.1,7,0,140796.09
EMP0770,50,26,High School,Software Engineer,3,4.7,8,1,158483.95
EMP0771,40,19,PhD,QA Engineer,2,2.4,11,0,141906.93
EMP0772,55,33,High School,ML Engineer,2,2.3,8,1,170718.8
EMP0773,48,27,PhD,QA Engineer,3,4.3,4,0,158735.15
EMP0774,57,34,High School,Product Manager,3,2.9,10,1,172459.98
EMP0775,36,16,High School,Software Engineer,2,2.9,12,1,133059.88
EMP0776,40,17,Bachelor,DevOps,3,3.9,2,0,122566.56
EMP0777,39,16,High School,ML Engineer,3,3.1,9,1,122257.91
EMP0778,52,32,Master,ML Engineer,3,3.7,6,0,162859.58
EMP0779,59,39,Bachelor,Product Manager,2,4.6,4,1,199253.89
EMP0780,48,26,High School,Product Manager,2,3.6,3,0,149979.95
EMP0781,33,13,Bachelor,ML Engineer,2,4.6,12,1,133567.98
EMP0782,45,25,Master,Software Engineer,1,2.4,6,1,164733.42
EMP0783,53,30,Master,Software Engineer,1,2.7,10,0,179692.78
EMP0784,57,33,High School,DevOps,2,4.7,3,0,167242.83
EMP0785,23,0,Master,Product Manager,3,3.1,9,1,82001.21
EMP0786,29,8,Bachelor,QA Engineer,1,4.1,6,0,118210.75
EMP0787,35,14,High School,DevOps,3,4.3,3,0,114421.01
EMP0788,49,29,Bachelor,Data Analyst,1,4.4,10,0,181142.66
EMP0789,52,32,Master,Data Analyst,1,2.9,2,0,175216.39
